cluster,celltype_full,score,score_rank,db,species,organ,celltype,n_genes
12,Rheaume et al.Nat Commun.30 | Retina | Mouse | CellMarker,0.5516886511,41,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.30,5
12,Plasma cells | Immune system | Mouse | PanglaoDB,0.548909067,42,PanglaoDB,Mouse,Immune system,Plasma cells,47
12,Keratinocytes_FANTOM_2 | Human | xCell,0.5471996949,43,xCell,Human,,Keratinocytes_FANTOM_2,14
12,Keratinocytes_FANTOM_3 | Human | xCell,0.5471996949,44,xCell,Human,,Keratinocytes_FANTOM_3,14
12,pro B-cells_NOVERSHTERN_3 | Human | xCell,0.5461857392,45,xCell,Human,,pro B-cells_NOVERSHTERN_3,9
12,cDC_HPCA_2 | Human | xCell,0.5451979779,46,xCell,Human,,cDC_HPCA_2,5
12,FAN_EMBRYONIC_CTX_MICROGLIA_3 | Human | MSigDB,0.5428353405,47,MSigDB,Human,,FAN_EMBRYONIC_CTX_MICROGLIA_3,13
12,Interneuron-selective cell | Brain | Mouse | CellMarker,0.5413346972,48,CellMarker,Mouse,Brain,Interneuron-selective cell,5
12,IMGN_B1a_Sp | Mouse | SaVanT,0.5394936642,49,SaVanT,Mouse,,IMGN_B1a_Sp,43
12,Plasma cell | Mouse | CellMarker,0.5392863063,50,CellMarker,Mouse,,Plasma cell,5
12,Plasma cells_BLUEPRINT_1 | Human | xCell,0.5361327556,51,xCell,Human,,Plasma cells_BLUEPRINT_1,6
12,IMGN_B_MZ_Sp | Mouse | SaVanT,0.5333203026,52,SaVanT,Mouse,,IMGN_B_MZ_Sp,45
12,Intercalated cells | Kidney | Human | PanglaoDB,0.5332633317,53,PanglaoDB,Human,Kidney,Intercalated cells,5
12,Intercalated cells | Kidney | Mouse | PanglaoDB,0.5332633317,54,PanglaoDB,Mouse,Kidney,Intercalated cells,5
12,Airway goblet cells | Lungs | Human | PanglaoDB,0.5330500698,55,PanglaoDB,Human,Lungs,Airway goblet cells,7
12,Airway goblet cells | Lungs | Mouse | PanglaoDB,0.5330500698,56,PanglaoDB,Mouse,Lungs,Airway goblet cells,7
12,IMGN_B_FrE_BM | Mouse | SaVanT,0.5307639299,57,SaVanT,Mouse,,IMGN_B_FrE_BM,45
12,Ear | Human | TISSUES,0.5299033466,58,TISSUES,Human,,Ear,6
12,Inner ear | Human | TISSUES,0.5299033466,59,TISSUES,Human,,Inner ear,6
12,IMGN_B_T1_Sp | Mouse | SaVanT,0.5291724536,60,SaVanT,Mouse,,IMGN_B_T1_Sp,47
12,AXL+SIGLEC6+ dendritic cell | Blood | Human | CellMarker,0.5251717894,61,CellMarker,Human,Blood,AXL+SIGLEC6+ dendritic cell,58
12,lacrimal_gland | SaVanT,0.5232885202,62,SaVanT,,,lacrimal_gland,18
12,Specialist antigen presenting cell | Human | CellMarker,0.5226417184,63,CellMarker,Human,,Specialist antigen presenting cell,28
12,Monocytes_BLUEPRINT_1 | Human | xCell,0.5213585439,64,xCell,Human,,Monocytes_BLUEPRINT_1,9
12,B cell | Kidney | Mouse | CellMarker,0.5200631391,65,CellMarker,Mouse,Kidney,B cell,44
12,Preadipocytes_FANTOM_2 | Human | xCell,0.5184151389,66,xCell,Human,,Preadipocytes_FANTOM_2,5
12,Epithelial cells_FANTOM_3 | Human | xCell,0.517512925,67,xCell,Human,,Epithelial cells_FANTOM_3,10
12,Preadipocytes_ENCODE_1 | Human | xCell,0.5170960025,68,xCell,Human,,Preadipocytes_ENCODE_1,18
12,Specialist antigen presenting cell | Mouse | CellMarker,0.5162521554,69,CellMarker,Mouse,,Specialist antigen presenting cell,23
12,cDC_HPCA_3 | Human | xCell,0.513648371,70,xCell,Human,,cDC_HPCA_3,7
12,MEP_BLUEPRINT_3 | Human | xCell,0.5124472642,71,xCell,Human,,MEP_BLUEPRINT_3,6
12,Fibroblastoma cell | Human | TISSUES,0.5114880074,72,TISSUES,Human,,Fibroblastoma cell,5
12,Fibrosarcoma cell | Human | TISSUES,0.5114880074,73,TISSUES,Human,,Fibrosarcoma cell,5
12,IMGN_B_T3_Sp | Mouse | SaVanT,0.5101459055,74,SaVanT,Mouse,,IMGN_B_T3_Sp,44
12,Epithelial cells_FANTOM_1 | Human | xCell,0.5100824061,75,xCell,Human,,Epithelial cells_FANTOM_1,9
12,CMP_HPCA_3 | Human | xCell,0.5096376393,76,xCell,Human,,CMP_HPCA_3,10
12,IMGN_B_FrF_BM | Mouse | SaVanT,0.4980175155,77,SaVanT,Mouse,,IMGN_B_FrF_BM,45
12,IMGN_B_T2_Sp | Mouse | SaVanT,0.4962466727,78,SaVanT,Mouse,,IMGN_B_T2_Sp,46
12,ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR | Human | MSigDB,0.495986223,79,MSigDB,Human,,ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR,66
12,IMGN_B_Fo_MLN | Mouse | SaVanT,0.4948175983,80,SaVanT,Mouse,,IMGN_B_Fo_MLN,45
12,GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1 | Human | MSigDB,0.4931784216,81,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1,5
12,Mesothelial cells | Epithelium | Human | PanglaoDB,0.4924400063,82,PanglaoDB,Human,Epithelium,Mesothelial cells,25
12,Mesothelial cells | Epithelium | Mouse | PanglaoDB,0.4924400063,83,PanglaoDB,Mouse,Epithelium,Mesothelial cells,25
12,IMGN_Fi_Sk | Mouse | SaVanT,0.4911263478,84,SaVanT,Mouse,,IMGN_Fi_Sk,21
12,Glomus cell | Carotid artery | Mouse | CellMarker,0.4895832995,85,CellMarker,Mouse,Carotid artery,Glomus cell,9
12,Memory B cell | Human | CellMarker,0.4886689763,86,CellMarker,Human,,Memory B cell,9
12,IMGN_DC_pDC_8+_SLN | Mouse | SaVanT,0.48792619,87,SaVanT,Mouse,,IMGN_DC_pDC_8+_SLN,41
12,IMGN_B1b_PC | Mouse | SaVanT,0.4870903442,88,SaVanT,Mouse,,IMGN_B1b_PC,42
12,Memory B-cells_IRIS_1 | Human | xCell,0.4864442816,89,xCell,Human,,Memory B-cells_IRIS_1,12
12,IMGN_Mo_6C+II-_LN | Mouse | SaVanT,0.4858127941,90,SaVanT,Mouse,,IMGN_Mo_6C+II-_LN,46
12,Cancer stem cell (oligodendroglioma) | Brain | Human | CellMarker,0.4846152942,91,CellMarker,Human,Brain,Cancer stem cell (oligodendroglioma),5
12,B-cell lymphoma cell | Human | TISSUES,0.4844153991,92,TISSUES,Human,,B-cell lymphoma cell,91
12,Neutrophil | Peripheral blood | Human | CellMarker,0.4840318239,93,CellMarker,Human,Peripheral blood,Neutrophil,6
12,IMGN_B_Fo_LN | Mouse | SaVanT,0.4799942156,94,SaVanT,Mouse,,IMGN_B_Fo_LN,47
12,IMGN_GN_Arth_SynF | Mouse | SaVanT,0.4788473571,95,SaVanT,Mouse,,IMGN_GN_Arth_SynF,39
12,Osteoclast | Bone | Human | CellMarker,0.477668877,96,CellMarker,Human,Bone,Osteoclast,5
12,Lep_LL | SaVanT,0.4773777862,97,SaVanT,,,Lep_LL,18
12,IMGN_DC_pDC_8-_Sp | Mouse | SaVanT,0.4771192449,98,SaVanT,Mouse,,IMGN_DC_pDC_8-_Sp,40
12,DC_IRIS_2 | Human | xCell,0.4754647704,99,xCell,Human,,DC_IRIS_2,12
12,Plasma cells_BLUEPRINT_2 | Human | xCell,0.4752953848,100,xCell,Human,,Plasma cells_BLUEPRINT_2,60
2,CD4+ T cell | Peripheral blood | Human | CellMarker,0.861947526,1,CellMarker,Human,Peripheral blood,CD4+ T cell,5
2,CD4+ memory T-cells_IRIS_2 | Human | xCell,0.848714336,2,xCell,Human,,CD4+ memory T-cells_IRIS_2,8
2,CD4+ memory T-cells_IRIS_1 | Human | xCell,0.8486146983,3,xCell,Human,,CD4+ memory T-cells_IRIS_1,6
2,CD4+ Tem_NOVERSHTERN_2 | Human | xCell,0.794281921,4,xCell,Human,,CD4+ Tem_NOVERSHTERN_2,7
2,CD4+ Tem_NOVERSHTERN_3 | Human | xCell,0.794281921,5,xCell,Human,,CD4+ Tem_NOVERSHTERN_3,7
2,Fibroblast | Mouse | CellMarker,0.783725484,6,CellMarker,Mouse,,Fibroblast,6
2,Tregs_HPCA_1 | Human | xCell,0.7724828734,7,xCell,Human,,Tregs_HPCA_1,6
2,CD4+ Tem_BLUEPRINT_1 | Human | xCell,0.7589010096,8,xCell,Human,,CD4+ Tem_BLUEPRINT_1,5
2,CD4+ Tem_HPCA_3 | Human | xCell,0.7589010096,9,xCell,Human,,CD4+ Tem_HPCA_3,5
2,Tregs_HPCA_2 | Human | xCell,0.7549267101,10,xCell,Human,,Tregs_HPCA_2,5
2,Tregs_HPCA_3 | Human | xCell,0.7549267101,11,xCell,Human,,Tregs_HPCA_3,5
2,Fibroblast | Human | CellMarker,0.7453027965,12,CellMarker,Human,,Fibroblast,8
2,T cell | Lymph node | Human | CellMarker,0.7427363973,13,CellMarker,Human,Lymph node,T cell,5
2,CD4+CD25+ regulatory T cell | Peripheral blood | Human | CellMarker,0.7409168281,14,CellMarker,Human,Peripheral blood,CD4+CD25+ regulatory T cell,5
2,T regulatory cells | Immune system | Human | PanglaoDB,0.7406870027,15,PanglaoDB,Human,Immune system,T regulatory cells,11
2,T regulatory cells | Immune system | Mouse | PanglaoDB,0.7406870027,16,PanglaoDB,Mouse,Immune system,T regulatory cells,11
2,Preadipocytes_FANTOM_2 | Human | xCell,0.7399102927,17,xCell,Human,,Preadipocytes_FANTOM_2,5
2,Mesenchymal progenitor cell | Lung | Mouse | CellMarker,0.7374489847,18,CellMarker,Mouse,Lung,Mesenchymal progenitor cell,9
2,CD4+ T cell | Blood | Human | CellMarker,0.7362211657,19,CellMarker,Human,Blood,CD4+ T cell,5
2,Stromal cell | Bone marrow | Human | CellMarker,0.7353546104,20,CellMarker,Human,Bone marrow,Stromal cell,6
2,CD4+ Tem_BLUEPRINT_2 | Human | xCell,0.7348757599,21,xCell,Human,,CD4+ Tem_BLUEPRINT_2,6
2,Tregs_FANTOM_3 | Human | xCell,0.7262784391,22,xCell,Human,,Tregs_FANTOM_3,15
2,Fibrobast | SaVanT,0.7236677816,23,SaVanT,,,Fibrobast,9
2,Adipocytes_ENCODE_2 | Human | xCell,0.721539434,24,xCell,Human,,Adipocytes_ENCODE_2,5
2,Adipocytes_HPCA_1 | Human | xCell,0.721539434,25,xCell,Human,,Adipocytes_HPCA_1,5
2,Mesenchymal stem cell | Fat pad | Human | CellMarker,0.7201750162,26,CellMarker,Human,Fat pad,Mesenchymal stem cell,6
2,Mesenchymal stem cell | Gingiva | Human | CellMarker,0.7155155341,27,CellMarker,Human,Gingiva,Mesenchymal stem cell,5
2,Activated CD4+ T cell | Blood | Human | CellMarker,0.7142213424,28,CellMarker,Human,Blood,Activated CD4+ T cell,7
2,Mesenchymal stem cell | Skeletal muscle | Human | CellMarker,0.7138946561,29,CellMarker,Human,Skeletal muscle,Mesenchymal stem cell,5
2,T helper17 (Th17) cell | Peripheral blood | Human | CellMarker,0.7095869544,30,CellMarker,Human,Peripheral blood,T helper17 (Th17) cell,6
2,Neuron | Mouse | CellMarker,0.7081030251,31,CellMarker,Mouse,,Neuron,7
2,Osteoclast | Bone | Human | CellMarker,0.6882944556,32,CellMarker,Human,Bone,Osteoclast,5
2,CD4+ Tem_NOVERSHTERN_1 | Human | xCell,0.6858515242,33,xCell,Human,,CD4+ Tem_NOVERSHTERN_1,25
2,Megakaryocytes_BLUEPRINT_3 | Human | xCell,0.677551986,34,xCell,Human,,Megakaryocytes_BLUEPRINT_3,6
2,CD4+ T-cells_FANTOM_2 | Human | xCell,0.6760268128,35,xCell,Human,,CD4+ T-cells_FANTOM_2,8
2,CD4+ Tem_HPCA_2 | Human | xCell,0.6631696182,36,xCell,Human,,CD4+ Tem_HPCA_2,32
2,CD4+ Tcm_NOVERSHTERN_3 | Human | xCell,0.6592674588,37,xCell,Human,,CD4+ Tcm_NOVERSHTERN_3,34
2,Mesenchymal stromal cell | Adipose tissue | Human | CellMarker,0.6587669959,38,CellMarker,Human,Adipose tissue,Mesenchymal stromal cell,5
2,Mesenchymal stem cell | Human | TISSUES,0.6582596591,39,TISSUES,Human,,Mesenchymal stem cell,6
2,CD4+CD25+ regulatory T cell | Lymphoid tissue | Mouse | CellMarker,0.6552118172,40,CellMarker,Mouse,Lymphoid tissue,CD4+CD25+ regulatory T cell,6
2,CD4+CD25+ regulatory T cell | Spleen | Mouse | CellMarker,0.6552118172,41,CellMarker,Mouse,Spleen,CD4+CD25+ regulatory T cell,6
2,Adipocytes_ENCODE_3 | Human | xCell,0.652469067,42,xCell,Human,,Adipocytes_ENCODE_3,5
2,CD4plus_T-cell | SaVanT,0.6503498041,43,SaVanT,,,CD4plus_T-cell,50
2,T cell | Lung | Mouse | CellMarker,0.6490043221,44,CellMarker,Mouse,Lung,T cell,7
2,CLP_BLUEPRINT_1 | Human | xCell,0.6414324409,45,xCell,Human,,CLP_BLUEPRINT_1,7
2,Eosinophils_BLUEPRINT_1 | Human | xCell,0.6392443447,46,xCell,Human,,Eosinophils_BLUEPRINT_1,5
2,CD4+ Tcm_HPCA_3 | Human | xCell,0.6389884052,47,xCell,Human,,CD4+ Tcm_HPCA_3,22
2,T cell | Lymphoid tissue | Mouse | CellMarker,0.6388070854,48,CellMarker,Mouse,Lymphoid tissue,T cell,5
2,Stem cell | Bone | Mouse | CellMarker,0.638268501,49,CellMarker,Mouse,Bone,Stem cell,5
2,Eosinophils_NOVERSHTERN_3 | Human | xCell,0.6374705882,50,xCell,Human,,Eosinophils_NOVERSHTERN_3,6
2,CD4+ T cell | Mouse | CellMarker,0.6284629611,51,CellMarker,Mouse,,CD4+ T cell,15
2,ZHONG_PFC_C3_UNKNOWN_INP | Human | MSigDB,0.6242843138,52,MSigDB,Human,,ZHONG_PFC_C3_UNKNOWN_INP,25
2,Mesenchymal stem cell | Placenta | Human | CellMarker,0.6229125829,53,CellMarker,Human,Placenta,Mesenchymal stem cell,5
2,Fibroblast | Lung | Human | CellMarker,0.6117813201,54,CellMarker,Human,Lung,Fibroblast,5
2,Lymphocyte | Lacrimal gland | Mouse | CellMarker,0.6101209793,55,CellMarker,Mouse,Lacrimal gland,Lymphocyte,9
2,aDC_IRIS_1 | Human | xCell,0.6079632867,56,xCell,Human,,aDC_IRIS_1,10
2,Regulatory T (Treg) cell | Skin | Human | CellMarker,0.6078574805,57,CellMarker,Human,Skin,Regulatory T (Treg) cell,5
2,Retinal pigment epithelium | Human | TISSUES,0.6074650115,58,TISSUES,Human,,Retinal pigment epithelium,6
2,Stem cell | Dental pulp | Human | CellMarker,0.6056932884,59,CellMarker,Human,Dental pulp,Stem cell,6
2,Wnt2+ cell | Lung | Mouse | CellMarker,0.6030193162,60,CellMarker,Mouse,Lung,Wnt2+ cell,8
2,Regulatory T (Treg) cell | Mouse | CellMarker,0.6025561215,61,CellMarker,Mouse,,Regulatory T (Treg) cell,21
2,Dental pulp stem cell | Dental pulp | Human | CellMarker,0.6010641403,62,CellMarker,Human,Dental pulp,Dental pulp stem cell,6
2,Regulatory T (Treg) cell | Human | CellMarker,0.5965165334,63,CellMarker,Human,,Regulatory T (Treg) cell,17
2,CD4+ T cell | Human | CellMarker,0.5963941833,64,CellMarker,Human,,CD4+ T cell,13
2,Thyroid cancer cell | Human | TISSUES,0.5903583274,65,TISSUES,Human,,Thyroid cancer cell,7
2,CD4+ Tem_BLUEPRINT_3 | Human | xCell,0.5897513815,66,xCell,Human,,CD4+ Tem_BLUEPRINT_3,10
2,Granulosa cells | Reproductive | Human | PanglaoDB,0.5876778709,67,PanglaoDB,Human,Reproductive,Granulosa cells,6
2,Granulosa cells | Reproductive | Mouse | PanglaoDB,0.5876778709,68,PanglaoDB,Mouse,Reproductive,Granulosa cells,6
2,CD4-CD28- T cell | Peripheral blood | Human | CellMarker,0.5875174682,69,CellMarker,Human,Peripheral blood,CD4-CD28- T cell,6
2,CD4-CD28+ T cell | Peripheral blood | Human | CellMarker,0.5875174682,70,CellMarker,Human,Peripheral blood,CD4-CD28+ T cell,6
2,pre-T-lymphocyte | Mouse | TISSUES,0.5855799056,71,TISSUES,Mouse,,pre-T-lymphocyte,12
2,Thymocyte | Mouse | TISSUES,0.5855799056,72,TISSUES,Mouse,,Thymocyte,12
2,T cell | Peripheral blood | Human | CellMarker,0.5843368911,73,CellMarker,Human,Peripheral blood,T cell,13
2,GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1 | Human | MSigDB,0.5837531839,74,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1,5
2,Interneuron | Embryonic prefrontal cortex | Human | CellMarker,0.5833658001,75,CellMarker,Human,Embryonic prefrontal cortex,Interneuron,11
2,T helper1 (Th1) cell | Peripheral blood | Human | CellMarker,0.5815513354,76,CellMarker,Human,Peripheral blood,T helper1 (Th1) cell,6
2,IMGN_T_DPbl_Th | Mouse | SaVanT,0.5744895543,77,SaVanT,Mouse,,IMGN_T_DPbl_Th,43
2,CD4+ memory T-cells_FANTOM_2 | Human | xCell,0.5718775098,78,xCell,Human,,CD4+ memory T-cells_FANTOM_2,9
2,Monocyte | Blood | Human | CellMarker,0.5717388505,79,CellMarker,Human,Blood,Monocyte,6
2,MEP_BLUEPRINT_3 | Human | xCell,0.5637256118,80,xCell,Human,,MEP_BLUEPRINT_3,6
2,IMGN_T_4Mem44h62l_LN | Mouse | SaVanT,0.5622521372,81,SaVanT,Mouse,,IMGN_T_4Mem44h62l_LN,45
2,Regulatory T (Treg) cell | Peripheral blood | Human | CellMarker,0.5600172123,82,CellMarker,Human,Peripheral blood,Regulatory T (Treg) cell,38
2,IMGN_T_DN4_Th | Mouse | SaVanT,0.5599749957,83,SaVanT,Mouse,,IMGN_T_DN4_Th,43
2,cornea | SaVanT,0.5568752909,84,SaVanT,,,cornea,19
2,Follicular helper (Tfh) T cell | Human | CellMarker,0.5567078142,85,CellMarker,Human,,Follicular helper (Tfh) T cell,12
2,Eosinophils_BLUEPRINT_3 | Human | xCell,0.5565462949,86,xCell,Human,,Eosinophils_BLUEPRINT_3,7
2,Pericyte | Human | CellMarker,0.5490354313,87,CellMarker,Human,,Pericyte,6
2,CD4+ T-cells_FANTOM_1 | Human | xCell,0.5457064959,88,xCell,Human,,CD4+ T-cells_FANTOM_1,20
2,pre-T-lymphocyte | Human | TISSUES,0.5451698751,89,TISSUES,Human,,pre-T-lymphocyte,6
2,Thymocyte | Human | TISSUES,0.5451698751,90,TISSUES,Human,,Thymocyte,6
2,IMGN_preT_DN3B_Th | Mouse | SaVanT,0.5441580935,91,SaVanT,Mouse,,IMGN_preT_DN3B_Th,40
2,Rheaume et al.Nat Commun.7 | Retina | Mouse | CellMarker,0.5440562025,92,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.7,7
2,Mesenchymal stromal cell | Bone marrow | Mouse | CellMarker,0.5433308623,93,CellMarker,Mouse,Bone marrow,Mesenchymal stromal cell,5
2,CD4+ memory T-cells_IRIS_3 | Human | xCell,0.5414452831,94,xCell,Human,,CD4+ memory T-cells_IRIS_3,14
2,IMGN_T_4Mem_LN | Mouse | SaVanT,0.5408317981,95,SaVanT,Mouse,,IMGN_T_4Mem_LN,45
2,ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE | Human | MSigDB,0.5404887967,96,MSigDB,Human,,ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE,5
2,GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS | Human | MSigDB,0.540394705,97,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS,63
2,Lake et al.Science.Ex4 | Brain | Human | CellMarker,0.5382923964,98,CellMarker,Human,Brain,Lake et al.Science.Ex4,6
2,Epithelial cells_HPCA_3 | Human | xCell,0.5368034827,99,xCell,Human,,Epithelial cells_HPCA_3,5
2,MA_Treg | Human | SaVanT,0.5350643117,100,SaVanT,Human,,MA_Treg,50
3,Decidual cells | Reproductive | Human | PanglaoDB,0.9140693784,1,PanglaoDB,Human,Reproductive,Decidual cells,5
3,Decidual cells | Reproductive | Mouse | PanglaoDB,0.9140693784,2,PanglaoDB,Mouse,Reproductive,Decidual cells,5
3,NK cells_FANTOM_3 | Human | xCell,0.8814862644,3,xCell,Human,,NK cells_FANTOM_3,6
3,NK cells_NOVERSHTERN_3 | Human | xCell,0.8709128265,4,xCell,Human,,NK cells_NOVERSHTERN_3,8
3,NK cells_FANTOM_1 | Human | xCell,0.8326336626,5,xCell,Human,,NK cells_FANTOM_1,10
3,Large granular lymphocyte | Human | TISSUES,0.8321739876,6,TISSUES,Human,,Large granular lymphocyte,9
3,Natural killer cell | Human | TISSUES,0.8321739876,7,TISSUES,Human,,Natural killer cell,9
3,Null cell | Human | TISSUES,0.8321739876,8,TISSUES,Human,,Null cell,9
3,NK cells_BLUEPRINT_1 | Human | xCell,0.8236364704,9,xCell,Human,,NK cells_BLUEPRINT_1,9
3,NK cells_IRIS_1 | Human | xCell,0.8236364704,10,xCell,Human,,NK cells_IRIS_1,9
3,NK cells_IRIS_3 | Human | xCell,0.8235397711,11,xCell,Human,,NK cells_IRIS_3,7
3,NK cells_FANTOM_2 | Human | xCell,0.8157431322,12,xCell,Human,,NK cells_FANTOM_2,6
3,NK cells_NOVERSHTERN_1 | Human | xCell,0.8099267621,13,xCell,Human,,NK cells_NOVERSHTERN_1,6
3,NK cells_IRIS_2 | Human | xCell,0.7767390861,14,xCell,Human,,NK cells_IRIS_2,14
3,Lake et al.Science.In5 | Brain | Human | CellMarker,0.7677280858,15,CellMarker,Human,Brain,Lake et al.Science.In5,5
3,HAY_BONE_MARROW_NK_CELLS | Human | MSigDB,0.7546947176,16,MSigDB,Human,,HAY_BONE_MARROW_NK_CELLS,276
3,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_NK_CELLS | Human | MSigDB,0.7401094277,17,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_NK_CELLS,67
3,NK cells_BLUEPRINT_3 | Human | xCell,0.7376525853,18,xCell,Human,,NK cells_BLUEPRINT_3,17
3,NK cells_NOVERSHTERN_2 | Human | xCell,0.7329637003,19,xCell,Human,,NK cells_NOVERSHTERN_2,7
3,NK_cell | SaVanT,0.7300498729,20,SaVanT,,,NK_cell,50
3,CD4+ cytotoxic T cell | Liver | Human | CellMarker,0.728381671,21,CellMarker,Human,Liver,CD4+ cytotoxic T cell,58
3,Adult stem cell | Mouse | TISSUES,0.7280032979,22,TISSUES,Mouse,,Adult stem cell,5
3,NK cells_HPCA_2 | Human | xCell,0.7161784801,23,xCell,Human,,NK cells_HPCA_2,27
3,NK cells_BLUEPRINT_2 | Human | xCell,0.708243374,24,xCell,Human,,NK cells_BLUEPRINT_2,28
3,HPCA_NK_cells | Human | SaVanT,0.7016626889,25,SaVanT,Human,,HPCA_NK_cells,52
3,FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL | Human | MSigDB,0.693761023,26,MSigDB,Human,,FAN_EMBRYONIC_CTX_BRAIN_EFFECTOR_T_CELL,104
3,Urinary bladder cancer cell | Human | TISSUES,0.6850954332,27,TISSUES,Human,,Urinary bladder cancer cell,5
3,AIZARANI_LIVER_C5_NK_NKT_CELLS_3 | Human | MSigDB,0.6784454864,28,MSigDB,Human,,AIZARANI_LIVER_C5_NK_NKT_CELLS_3,90
3,Effector CD8+ memory T (Tem) cell | Peripheral blood | Human | CellMarker,0.6669217639,29,CellMarker,Human,Peripheral blood,Effector CD8+ memory T (Tem) cell,54
3,MA_NK_cells | Human | SaVanT,0.6665815117,30,SaVanT,Human,,MA_NK_cells,50
3,NK cells_HPCA_3 | Human | xCell,0.6581025522,31,xCell,Human,,NK cells_HPCA_3,27
3,Natural killer cell | Kidney | Mouse | CellMarker,0.6545557283,32,CellMarker,Mouse,Kidney,Natural killer cell,28
3,NK cells_HPCA_1 | Human | xCell,0.6357563646,33,xCell,Human,,NK cells_HPCA_1,36
3,T helper1 (Th1) cell | Mouse | CellMarker,0.6250348308,34,CellMarker,Mouse,,T helper1 (Th1) cell,9
3,IMGN_NK_49CI+_Sp | Mouse | SaVanT,0.6247711276,35,SaVanT,Mouse,,IMGN_NK_49CI+_Sp,44
3,CD8+ Tem_BLUEPRINT_1 | Human | xCell,0.6241540697,36,xCell,Human,,CD8+ Tem_BLUEPRINT_1,7
3,IMGN_NK_MCMV7_Sp | Mouse | SaVanT,0.6231855152,37,SaVanT,Mouse,,IMGN_NK_MCMV7_Sp,44
3,IMGN_NK_DAP12-_Sp | Mouse | SaVanT,0.6231600442,38,SaVanT,Mouse,,IMGN_NK_DAP12-_Sp,42
3,HBA_CD56+_NKCells | Human | SaVanT,0.6193683465,39,SaVanT,Human,,HBA_CD56+_NKCells,52
3,Hematopoietic stem cell | Germ | Human | CellMarker,0.6150112574,40,CellMarker,Human,Germ,Hematopoietic stem cell,7
3,Megakaryocyte | Fetal kidney | Human | CellMarker,0.6072113981,41,CellMarker,Human,Fetal kidney,Megakaryocyte,8
3,IMGN_NK_b2m-_Sp | Mouse | SaVanT,0.6007038582,42,SaVanT,Mouse,,IMGN_NK_b2m-_Sp,43
3,IMGN_NK_49H-_Sp | Mouse | SaVanT,0.5973723634,43,SaVanT,Mouse,,IMGN_NK_49H-_Sp,44
3,IMGN_NK_H+_MCMV7_Sp | Mouse | SaVanT,0.5925136381,44,SaVanT,Mouse,,IMGN_NK_H+_MCMV7_Sp,44
3,IMGN_NK_49H+_Sp | Mouse | SaVanT,0.5925023429,45,SaVanT,Mouse,,IMGN_NK_49H+_Sp,42
3,IMGN_NK_Sp | Mouse | SaVanT,0.5893093999,46,SaVanT,Mouse,,IMGN_NK_Sp,43
3,AIZARANI_LIVER_C12_NK_NKT_CELLS_4 | Human | MSigDB,0.5835919423,47,MSigDB,Human,,AIZARANI_LIVER_C12_NK_NKT_CELLS_4,33
3,NK cells | Immune system | Human | PanglaoDB,0.5793621224,48,PanglaoDB,Human,Immune system,NK cells,55
3,IMGN_NK_H+_MCMV1_Sp | Mouse | SaVanT,0.5758053714,49,SaVanT,Mouse,,IMGN_NK_H+_MCMV1_Sp,46
3,Effector memory T cell | Mouse | CellMarker,0.5753900441,50,CellMarker,Mouse,,Effector memory T cell,5
3,ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE | Human | MSigDB,0.571085616,51,MSigDB,Human,,ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE,5
3,IMGN_NK_MCMV1_Sp | Mouse | SaVanT,0.5696389194,52,SaVanT,Mouse,,IMGN_NK_MCMV1_Sp,47
3,NK_cells | SaVanT,0.5681670484,53,SaVanT,,,NK_cells,46
3,IMGN_NK_DAP10-_Sp | Mouse | SaVanT,0.5680027317,54,SaVanT,Mouse,,IMGN_NK_DAP10-_Sp,44
3,CUI_DEVELOPING_HEART_5TH_WEEK_ATRIAL_CARDIOMYOCYTE | Human | MSigDB,0.5648281759,55,MSigDB,Human,,CUI_DEVELOPING_HEART_5TH_WEEK_ATRIAL_CARDIOMYOCYTE,17
3,Chromaffin cells | Adrenal glands | Human | PanglaoDB,0.5590762626,56,PanglaoDB,Human,Adrenal glands,Chromaffin cells,7
3,Chromaffin cells | Adrenal glands | Mouse | PanglaoDB,0.5590762626,57,PanglaoDB,Mouse,Adrenal glands,Chromaffin cells,7
3,Adipocyte progenitor cells | Connective tissue | Human | PanglaoDB,0.5564750004,58,PanglaoDB,Human,Connective tissue,Adipocyte progenitor cells,7
